danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,eventtype
0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014,audio_features,1fZBH3FsiPnmarnLezb88G,spotify:track:1fZBH3FsiPnmarnLezb88G,https://api.spotify.com/v1/tracks/1fZBH3FsiPnmarnLezb88G,https://api.spotify.com/v1/audio-analysis/1fZBH3FsiPnmarnLezb88G,78200,4,club
0.716,0.906,9,-2.362,1,0.237,0.0319,0,0.357,0.685,94.64,audio_features,1ne7JVHEPnoncXzQunQVKW,spotify:track:1ne7JVHEPnoncXzQunQVKW,https://api.spotify.com/v1/tracks/1ne7JVHEPnoncXzQunQVKW,https://api.spotify.com/v1/audio-analysis/1ne7JVHEPnoncXzQunQVKW,238173,4,club
0.785,0.572,11,-9.383,1,0.0859,0.00811,0,0.111,0.477,140.032,audio_features,3N5oiETJEStSB71TjTFkWV,spotify:track:3N5oiETJEStSB71TjTFkWV,https://api.spotify.com/v1/tracks/3N5oiETJEStSB71TjTFkWV,https://api.spotify.com/v1/audio-analysis/3N5oiETJEStSB71TjTFkWV,260560,4,club
0.779,0.484,10,-6.585,0,0.0726,0.0706,0,0.177,0.761,85.518,audio_features,7hpGGPTNTgdmyjtudEmLfX,spotify:track:7hpGGPTNTgdmyjtudEmLfX,https://api.spotify.com/v1/tracks/7hpGGPTNTgdmyjtudEmLfX,https://api.spotify.com/v1/audio-analysis/7hpGGPTNTgdmyjtudEmLfX,236093,4,club
0.714,0.765,4,-6.215,0,0.354,0.0105,0,0.566,0.52,74.986,audio_features,2oMOqX9k4k16odibNkYyrD,spotify:track:2oMOqX9k4k16odibNkYyrD,https://api.spotify.com/v1/tracks/2oMOqX9k4k16odibNkYyrD,https://api.spotify.com/v1/audio-analysis/2oMOqX9k4k16odibNkYyrD,139707,4,club
0.841,0.733,1,-5.077,1,0.142,0.0246,0,0.174,0.284,130.009,audio_features,7xVLFuuYdAvcTfcP3IG3dS,spotify:track:7xVLFuuYdAvcTfcP3IG3dS,https://api.spotify.com/v1/tracks/7xVLFuuYdAvcTfcP3IG3dS,https://api.spotify.com/v1/audio-analysis/7xVLFuuYdAvcTfcP3IG3dS,283693,4,club
0.667,0.506,1,-6.944,1,0.394,0.0704,0,0.257,0.398,122.012,audio_features,4kNvYhyl8R6m1vykVkcuBu,spotify:track:4kNvYhyl8R6m1vykVkcuBu,https://api.spotify.com/v1/tracks/4kNvYhyl8R6m1vykVkcuBu,https://api.spotify.com/v1/audio-analysis/4kNvYhyl8R6m1vykVkcuBu,270867,4,club
0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,audio_features,6GgPsuz0HEO0nrO2T0QhDv,spotify:track:6GgPsuz0HEO0nrO2T0QhDv,https://api.spotify.com/v1/tracks/6GgPsuz0HEO0nrO2T0QhDv,https://api.spotify.com/v1/audio-analysis/6GgPsuz0HEO0nrO2T0QhDv,263773,4,club
0.901,0.744,0,-3.484,1,0.283,0.105,0.00000779,0.0964,0.593,135.95,audio_features,3SnLc0bQjQeE3HgGdNfb8u,spotify:track:3SnLc0bQjQeE3HgGdNfb8u,https://api.spotify.com/v1/tracks/3SnLc0bQjQeE3HgGdNfb8u,https://api.spotify.com/v1/audio-analysis/3SnLc0bQjQeE3HgGdNfb8u,212712,4,club
0.849,0.619,0,-4.774,1,0.0695,0.0618,0,0.353,0.656,94.762,audio_features,0OaunKfsxkgBvPv68jBbmm,spotify:track:0OaunKfsxkgBvPv68jBbmm,https://api.spotify.com/v1/tracks/0OaunKfsxkgBvPv68jBbmm,https://api.spotify.com/v1/audio-analysis/0OaunKfsxkgBvPv68jBbmm,227547,4,club
0.535,0.676,11,-5.74,0,0.0408,0.0106,0.00000536,0.177,0.169,148.061,audio_features,4jaQ3NSfE8PgW9f01oN5EJ,spotify:track:4jaQ3NSfE8PgW9f01oN5EJ,https://api.spotify.com/v1/tracks/4jaQ3NSfE8PgW9f01oN5EJ,https://api.spotify.com/v1/audio-analysis/4jaQ3NSfE8PgW9f01oN5EJ,195448,4,club
0.484,0.596,1,-6.678,0,0.364,0.00522,0.00000105,0.254,0.37,124.082,audio_features,0lqcGN4cIFe1jyD9hxlBtI,spotify:track:0lqcGN4cIFe1jyD9hxlBtI,https://api.spotify.com/v1/tracks/0lqcGN4cIFe1jyD9hxlBtI,https://api.spotify.com/v1/audio-analysis/0lqcGN4cIFe1jyD9hxlBtI,267587,4,club
0.869,0.712,9,-6.136,1,0.103,0.0715,0,0.272,0.435,120,audio_features,7eaKWfov7b2Qa2n6HTesL3,spotify:track:7eaKWfov7b2Qa2n6HTesL3,https://api.spotify.com/v1/tracks/7eaKWfov7b2Qa2n6HTesL3,https://api.spotify.com/v1/audio-analysis/7eaKWfov7b2Qa2n6HTesL3,275867,4,club
0.369,0.637,5,-7.206,0,0.107,0.875,0,0.092,0.319,79.421,audio_features,7GDvbciPx1FfglvYxYRYaR,spotify:track:7GDvbciPx1FfglvYxYRYaR,https://api.spotify.com/v1/tracks/7GDvbciPx1FfglvYxYRYaR,https://api.spotify.com/v1/audio-analysis/7GDvbciPx1FfglvYxYRYaR,228093,4,club
0.381,0.82,8,-5.084,1,0.075,0.000173,0,0.26,0.0979,100.399,audio_features,1WH1mGKDXbvV3EApLMOaXn,spotify:track:1WH1mGKDXbvV3EApLMOaXn,https://api.spotify.com/v1/tracks/1WH1mGKDXbvV3EApLMOaXn,https://api.spotify.com/v1/audio-analysis/1WH1mGKDXbvV3EApLMOaXn,305840,5,club
0.711,0.779,2,-4.844,1,0.0875,0.00143,0,0.319,0.357,136.017,audio_features,7D2orvXsFSHBaSpoKcHz2x,spotify:track:7D2orvXsFSHBaSpoKcHz2x,https://api.spotify.com/v1/tracks/7D2orvXsFSHBaSpoKcHz2x,https://api.spotify.com/v1/audio-analysis/7D2orvXsFSHBaSpoKcHz2x,312960,4,club
0.517,0.749,2,-6.767,1,0.549,0.135,0.0000155,0.114,0.27,164.137,audio_features,1HDaPtZuixue2q6VGNRdVO,spotify:track:1HDaPtZuixue2q6VGNRdVO,https://api.spotify.com/v1/tracks/1HDaPtZuixue2q6VGNRdVO,https://api.spotify.com/v1/audio-analysis/1HDaPtZuixue2q6VGNRdVO,433800,4,club
0.622,0.621,6,-5.951,0,0.19,0.025,0,0.0313,0.774,96.033,audio_features,1pUadC0MZD2Ms3cBDQ5vZf,spotify:track:1pUadC0MZD2Ms3cBDQ5vZf,https://api.spotify.com/v1/tracks/1pUadC0MZD2Ms3cBDQ5vZf,https://api.spotify.com/v1/audio-analysis/1pUadC0MZD2Ms3cBDQ5vZf,208947,4,club
0.49,0.469,7,-11.944,1,0.279,0.0841,0,0.532,0.188,142.809,audio_features,6k7b4mcxLP5HPo6hNoXoM6,spotify:track:6k7b4mcxLP5HPo6hNoXoM6,https://api.spotify.com/v1/tracks/6k7b4mcxLP5HPo6hNoXoM6,https://api.spotify.com/v1/audio-analysis/6k7b4mcxLP5HPo6hNoXoM6,224720,4,club
0.64,0.554,6,-7.498,0,0.118,0.335,0.000181,0.0915,0.383,151.991,audio_features,7kfTqGMzIHFWeBeOJALzRf,spotify:track:7kfTqGMzIHFWeBeOJALzRf,https://api.spotify.com/v1/tracks/7kfTqGMzIHFWeBeOJALzRf,https://api.spotify.com/v1/audio-analysis/7kfTqGMzIHFWeBeOJALzRf,235987,4,club
0.92,0.472,1,-7.941,1,0.333,0.166,0,0.068,0.308,97.463,audio_features,6gf1xlPETW9CwjsdnUzW3g,spotify:track:6gf1xlPETW9CwjsdnUzW3g,https://api.spotify.com/v1/tracks/6gf1xlPETW9CwjsdnUzW3g,https://api.spotify.com/v1/audio-analysis/6gf1xlPETW9CwjsdnUzW3g,219833,4,club
0.686,0.505,1,-10.145,1,0.159,0.00351,0.000213,0.157,0.325,131.891,audio_features,0pN1Ld0Fr9DTUaCGbKRvlF,spotify:track:0pN1Ld0Fr9DTUaCGbKRvlF,https://api.spotify.com/v1/tracks/0pN1Ld0Fr9DTUaCGbKRvlF,https://api.spotify.com/v1/audio-analysis/0pN1Ld0Fr9DTUaCGbKRvlF,219893,4,club
0.504,0.726,5,-7.333,0,0.269,0.0000859,0,0.202,0.408,156.089,audio_features,5bUwUQKGNnTE20kb3MTqHD,spotify:track:5bUwUQKGNnTE20kb3MTqHD,https://api.spotify.com/v1/tracks/5bUwUQKGNnTE20kb3MTqHD,https://api.spotify.com/v1/audio-analysis/5bUwUQKGNnTE20kb3MTqHD,212613,4,club
0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,audio_features,6nCdW7lwO9AlPOepk689AF,spotify:track:6nCdW7lwO9AlPOepk689AF,https://api.spotify.com/v1/tracks/6nCdW7lwO9AlPOepk689AF,https://api.spotify.com/v1/audio-analysis/6nCdW7lwO9AlPOepk689AF,177685,4,club
0.525,0.497,1,-9.383,1,0.0415,0.0208,0,0.122,0.234,132.869,audio_features,6NFotQXC1Ex4bX1cWzgYz8,spotify:track:6NFotQXC1Ex4bX1cWzgYz8,https://api.spotify.com/v1/tracks/6NFotQXC1Ex4bX1cWzgYz8,https://api.spotify.com/v1/audio-analysis/6NFotQXC1Ex4bX1cWzgYz8,206460,4,club
0.609,0.799,9,-6.883,1,0.24,0.33,0,0.108,0.582,157.74,audio_features,2MYl0er3UZ1RlKwRb5LODh,spotify:track:2MYl0er3UZ1RlKwRb5LODh,https://api.spotify.com/v1/tracks/2MYl0er3UZ1RlKwRb5LODh,https://api.spotify.com/v1/audio-analysis/2MYl0er3UZ1RlKwRb5LODh,215509,4,club
0.853,0.7,9,-2.05,0,0.117,0.0293,0,0.0574,0.741,102.069,audio_features,5wpAfHdbEGUlMMDFqZCGKV,spotify:track:5wpAfHdbEGUlMMDFqZCGKV,https://api.spotify.com/v1/tracks/5wpAfHdbEGUlMMDFqZCGKV,https://api.spotify.com/v1/audio-analysis/5wpAfHdbEGUlMMDFqZCGKV,222333,4,club
0.844,0.614,9,-5.196,1,0.0728,0.0036,0.00349,0.148,0.754,153.959,audio_features,7Hk12JkCFwLO4s1jRGBS6s,spotify:track:7Hk12JkCFwLO4s1jRGBS6s,https://api.spotify.com/v1/tracks/7Hk12JkCFwLO4s1jRGBS6s,https://api.spotify.com/v1/audio-analysis/7Hk12JkCFwLO4s1jRGBS6s,214293,4,club
0.67,0.476,9,-6.253,0,0.0406,0.328,0,0.104,0.235,96.975,audio_features,53nYJhuLN93D8WIDfJd4Rf,spotify:track:53nYJhuLN93D8WIDfJd4Rf,https://api.spotify.com/v1/tracks/53nYJhuLN93D8WIDfJd4Rf,https://api.spotify.com/v1/audio-analysis/53nYJhuLN93D8WIDfJd4Rf,231907,4,club
0.797,0.659,0,-6.435,1,0.345,0.0333,0,0.23,0.25,185.947,audio_features,4Q91K9yFyccseq4xtD1FYK,spotify:track:4Q91K9yFyccseq4xtD1FYK,https://api.spotify.com/v1/tracks/4Q91K9yFyccseq4xtD1FYK,https://api.spotify.com/v1/audio-analysis/4Q91K9yFyccseq4xtD1FYK,253053,4,club
0.377,0.738,2,-5.32,1,0.311,0.000683,0,0.319,0.57,80.846,audio_features,0z5ZPs57J2KERwM1tBM2GF,spotify:track:0z5ZPs57J2KERwM1tBM2GF,https://api.spotify.com/v1/tracks/0z5ZPs57J2KERwM1tBM2GF,https://api.spotify.com/v1/audio-analysis/0z5ZPs57J2KERwM1tBM2GF,248587,4,club
0.697,0.577,2,-7.653,1,0.127,0.0436,0,0.11,0.633,160.035,audio_features,0x3TibRgnSqzkcwrqBd4iX,spotify:track:0x3TibRgnSqzkcwrqBd4iX,https://api.spotify.com/v1/tracks/0x3TibRgnSqzkcwrqBd4iX,https://api.spotify.com/v1/audio-analysis/0x3TibRgnSqzkcwrqBd4iX,228453,4,club
0.69,0.802,8,-3.142,0,0.0796,0.0153,0.0651,0.316,0.864,132.014,audio_features,5c7jkZ4daUcLIrKiyQGt8B,spotify:track:5c7jkZ4daUcLIrKiyQGt8B,https://api.spotify.com/v1/tracks/5c7jkZ4daUcLIrKiyQGt8B,https://api.spotify.com/v1/audio-analysis/5c7jkZ4daUcLIrKiyQGt8B,203722,4,club
0.497,0.706,1,-6.455,1,0.0667,0.227,0,0.224,0.55,103,audio_features,2yJVeT8cP1zstJxRP7Nlv8,spotify:track:2yJVeT8cP1zstJxRP7Nlv8,https://api.spotify.com/v1/tracks/2yJVeT8cP1zstJxRP7Nlv8,https://api.spotify.com/v1/audio-analysis/2yJVeT8cP1zstJxRP7Nlv8,215241,4,club
0.616,0.598,1,-5.872,1,0.365,0.00367,0,0.191,0.273,146.949,audio_features,4r5r35TzFQbzs50vAugof6,spotify:track:4r5r35TzFQbzs50vAugof6,https://api.spotify.com/v1/tracks/4r5r35TzFQbzs50vAugof6,https://api.spotify.com/v1/audio-analysis/4r5r35TzFQbzs50vAugof6,231813,4,club
0.554,0.911,7,-1.653,0,0.0698,0.00231,0,0.344,0.57,140.007,audio_features,4lGl4a2CGxNn9lbZD85isl,spotify:track:4lGl4a2CGxNn9lbZD85isl,https://api.spotify.com/v1/tracks/4lGl4a2CGxNn9lbZD85isl,https://api.spotify.com/v1/audio-analysis/4lGl4a2CGxNn9lbZD85isl,194143,4,club
0.838,0.751,7,-4.872,1,0.324,0.00372,0.000194,0.0708,0.68,140.047,audio_features,1VRcSsqKhdHN9b8TT6qLV2,spotify:track:1VRcSsqKhdHN9b8TT6qLV2,https://api.spotify.com/v1/tracks/1VRcSsqKhdHN9b8TT6qLV2,https://api.spotify.com/v1/audio-analysis/1VRcSsqKhdHN9b8TT6qLV2,236228,4,club
0.799,0.573,11,-5.04,1,0.439,0.0333,0,0.103,0.466,136.301,audio_features,6xwSVEgSsXK9Wmmyd6BkiD,spotify:track:6xwSVEgSsXK9Wmmyd6BkiD,https://api.spotify.com/v1/tracks/6xwSVEgSsXK9Wmmyd6BkiD,https://api.spotify.com/v1/audio-analysis/6xwSVEgSsXK9Wmmyd6BkiD,146129,4,club
0.897,0.56,7,-8.628,1,0.326,0.0238,0,0.0902,0.868,146.078,audio_features,0nqh0SiWwtrVuJMpDyRnMe,spotify:track:0nqh0SiWwtrVuJMpDyRnMe,https://api.spotify.com/v1/tracks/0nqh0SiWwtrVuJMpDyRnMe,https://api.spotify.com/v1/audio-analysis/0nqh0SiWwtrVuJMpDyRnMe,223601,4,club
0.546,0.703,8,-3.139,0,0.123,0.00797,0.000327,0.175,0.196,129.868,audio_features,6lbhkPbkKj6jnPTt1FelVo,spotify:track:6lbhkPbkKj6jnPTt1FelVo,https://api.spotify.com/v1/tracks/6lbhkPbkKj6jnPTt1FelVo,https://api.spotify.com/v1/audio-analysis/6lbhkPbkKj6jnPTt1FelVo,245538,4,club
0.885,0.612,1,-6.651,1,0.0475,0.000542,0.000758,0.0751,0.496,104.974,audio_features,5xGIqIiGr1do6RRpIviwGG,spotify:track:5xGIqIiGr1do6RRpIviwGG,https://api.spotify.com/v1/tracks/5xGIqIiGr1do6RRpIviwGG,https://api.spotify.com/v1/audio-analysis/5xGIqIiGr1do6RRpIviwGG,189853,4,club
0.553,0.416,9,-6.957,0,0.343,0.0389,0,0.185,0.499,155.627,audio_features,1uqLxPxVgM50Dzoe6l3L00,spotify:track:1uqLxPxVgM50Dzoe6l3L00,https://api.spotify.com/v1/tracks/1uqLxPxVgM50Dzoe6l3L00,https://api.spotify.com/v1/audio-analysis/1uqLxPxVgM50Dzoe6l3L00,212347,4,club
0.843,0.228,6,-10.554,1,0.304,0.0347,0.000848,0.0895,0.266,101.949,audio_features,3xOAg5vnnG5gxIPHLMuZui,spotify:track:3xOAg5vnnG5gxIPHLMuZui,https://api.spotify.com/v1/tracks/3xOAg5vnnG5gxIPHLMuZui,https://api.spotify.com/v1/audio-analysis/3xOAg5vnnG5gxIPHLMuZui,252493,4,club
0.66,0.72,1,-6.64,1,0.381,0.187,0,0.509,0.721,84.707,audio_features,3bMNprrp2JDKZsGbiXpsJl,spotify:track:3bMNprrp2JDKZsGbiXpsJl,https://api.spotify.com/v1/tracks/3bMNprrp2JDKZsGbiXpsJl,https://api.spotify.com/v1/audio-analysis/3bMNprrp2JDKZsGbiXpsJl,216933,4,club
0.891,0.439,7,-7.994,0,0.428,0.0351,0,0.0932,0.622,77.499,audio_features,2ajhenDRiiAnCHHjsIOHhJ,spotify:track:2ajhenDRiiAnCHHjsIOHhJ,https://api.spotify.com/v1/tracks/2ajhenDRiiAnCHHjsIOHhJ,https://api.spotify.com/v1/audio-analysis/2ajhenDRiiAnCHHjsIOHhJ,224253,4,club
0.619,0.674,9,-6.231,1,0.395,0.0248,0,0.0972,0.613,175.65,audio_features,56hxY4pQKHncSgBSEk7yF6,spotify:track:56hxY4pQKHncSgBSEk7yF6,https://api.spotify.com/v1/tracks/56hxY4pQKHncSgBSEk7yF6,https://api.spotify.com/v1/audio-analysis/56hxY4pQKHncSgBSEk7yF6,79000,4,club
0.663,0.406,1,-9.639,1,0.187,0.104,0.00639,0.109,0.325,121.966,audio_features,3S9ZWhytKUDCTUWrj0Rouo,spotify:track:3S9ZWhytKUDCTUWrj0Rouo,https://api.spotify.com/v1/tracks/3S9ZWhytKUDCTUWrj0Rouo,https://api.spotify.com/v1/audio-analysis/3S9ZWhytKUDCTUWrj0Rouo,255680,4,club
0.597,0.545,8,-6.956,1,0.102,0.339,0,0.107,0.344,134.043,audio_features,0FsPxILNGMIKCb9OACFNt6,spotify:track:0FsPxILNGMIKCb9OACFNt6,https://api.spotify.com/v1/tracks/0FsPxILNGMIKCb9OACFNt6,https://api.spotify.com/v1/audio-analysis/0FsPxILNGMIKCb9OACFNt6,250558,4,club
0.838,0.781,8,-8.249,1,0.45,0.241,0,0.105,0.913,135.941,audio_features,6uz0z5oMeC8QWfTHeR5qlF,spotify:track:6uz0z5oMeC8QWfTHeR5qlF,https://api.spotify.com/v1/tracks/6uz0z5oMeC8QWfTHeR5qlF,https://api.spotify.com/v1/audio-analysis/6uz0z5oMeC8QWfTHeR5qlF,156245,4,club
0.856,0.633,11,-6.429,0,0.34,0.0718,0,0.112,0.77,109.011,audio_features,2G76iRK1fzO5MiDvcTYkET,spotify:track:2G76iRK1fzO5MiDvcTYkET,https://api.spotify.com/v1/tracks/2G76iRK1fzO5MiDvcTYkET,https://api.spotify.com/v1/audio-analysis/2G76iRK1fzO5MiDvcTYkET,205972,4,club
0.757,0.587,9,-7.597,1,0.112,0.114,0,0.0865,0.436,100.996,audio_features,7jT2PnjzkziqfxhiMgGs5r,spotify:track:7jT2PnjzkziqfxhiMgGs5r,https://api.spotify.com/v1/tracks/7jT2PnjzkziqfxhiMgGs5r,https://api.spotify.com/v1/audio-analysis/7jT2PnjzkziqfxhiMgGs5r,230187,4,club
0.536,0.677,4,-5.384,0,0.364,0.00365,0.0000267,0.685,0.475,106.99,audio_features,1GPG59ArrhLpnR8AqxMz2X,spotify:track:1GPG59ArrhLpnR8AqxMz2X,https://api.spotify.com/v1/tracks/1GPG59ArrhLpnR8AqxMz2X,https://api.spotify.com/v1/audio-analysis/1GPG59ArrhLpnR8AqxMz2X,208387,4,club
0.913,0.518,2,-12.366,0,0.078,0.24,0,0.364,0.78,125.123,audio_features,5DGKZEzZho3ZZWkYPIiCyC,spotify:track:5DGKZEzZho3ZZWkYPIiCyC,https://api.spotify.com/v1/tracks/5DGKZEzZho3ZZWkYPIiCyC,https://api.spotify.com/v1/audio-analysis/5DGKZEzZho3ZZWkYPIiCyC,169000,4,club
0.467,0.564,9,-4.986,0,0.353,0.0567,0,0.194,0.296,81.966,audio_features,3rbNV2GI8Vtd8byhUtXZID,spotify:track:3rbNV2GI8Vtd8byhUtXZID,https://api.spotify.com/v1/tracks/3rbNV2GI8Vtd8byhUtXZID,https://api.spotify.com/v1/audio-analysis/3rbNV2GI8Vtd8byhUtXZID,293533,4,club
0.406,0.86,7,-5.422,1,0.153,0.0124,0,0.15,0.479,102.339,audio_features,0VbjK4mUXj3REfGeIZTPvr,spotify:track:0VbjK4mUXj3REfGeIZTPvr,https://api.spotify.com/v1/tracks/0VbjK4mUXj3REfGeIZTPvr,https://api.spotify.com/v1/audio-analysis/0VbjK4mUXj3REfGeIZTPvr,234507,5,club
0.65,0.772,9,-6.281,1,0.33,0.363,0.00152,0.108,0.39,133.431,audio_features,5DT26VHeeY5lDUP3vPZr77,spotify:track:5DT26VHeeY5lDUP3vPZr77,https://api.spotify.com/v1/tracks/5DT26VHeeY5lDUP3vPZr77,https://api.spotify.com/v1/audio-analysis/5DT26VHeeY5lDUP3vPZr77,201720,5,club
0.818,0.721,1,-5.512,1,0.0658,0.033,0,0.345,0.378,97.966,audio_features,7p54iuWHqvdeN224OglZ9t,spotify:track:7p54iuWHqvdeN224OglZ9t,https://api.spotify.com/v1/tracks/7p54iuWHqvdeN224OglZ9t,https://api.spotify.com/v1/audio-analysis/7p54iuWHqvdeN224OglZ9t,284560,4,club
0.825,0.636,4,-6.417,0,0.221,0.0574,0,0.249,0.147,150.009,audio_features,67qn3OtziLlpOtVZ22EiQ4,spotify:track:67qn3OtziLlpOtVZ22EiQ4,https://api.spotify.com/v1/tracks/67qn3OtziLlpOtVZ22EiQ4,https://api.spotify.com/v1/audio-analysis/67qn3OtziLlpOtVZ22EiQ4,257827,4,club
0.749,0.857,3,-5.24,1,0.0435,0.00539,0,0.192,0.354,111.906,audio_features,5SsR3wtCOafDmZgvIdRhSm,spotify:track:5SsR3wtCOafDmZgvIdRhSm,https://api.spotify.com/v1/tracks/5SsR3wtCOafDmZgvIdRhSm,https://api.spotify.com/v1/audio-analysis/5SsR3wtCOafDmZgvIdRhSm,216013,4,club
0.504,0.705,6,-8.205,0,0.364,0.0752,0,0.128,0.584,175.483,audio_features,6Ius4TC0L3cN74HT7ENE6e,spotify:track:6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/tracks/6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/audio-analysis/6Ius4TC0L3cN74HT7ENE6e,239320,4,club
0.482,0.72,2,-6.812,1,0.271,0.0553,0.00000207,0.461,0.222,90.999,audio_features,439TlnnznSiBbQbgXiBqAd,spotify:track:439TlnnznSiBbQbgXiBqAd,https://api.spotify.com/v1/tracks/439TlnnznSiBbQbgXiBqAd,https://api.spotify.com/v1/audio-analysis/439TlnnznSiBbQbgXiBqAd,350120,4,club
0.858,0.464,11,-5.712,0,0.13,0.424,0,0.232,0.759,97.519,audio_features,5LwhsMkPYUfhCy4urJyTpn,spotify:track:5LwhsMkPYUfhCy4urJyTpn,https://api.spotify.com/v1/tracks/5LwhsMkPYUfhCy4urJyTpn,https://api.spotify.com/v1/audio-analysis/5LwhsMkPYUfhCy4urJyTpn,193200,4,club
0.872,0.464,4,-8.103,1,0.168,0.252,0,0.0895,0.458,113.003,audio_features,40haq0tCJnn3RBW4kG6xid,spotify:track:40haq0tCJnn3RBW4kG6xid,https://api.spotify.com/v1/tracks/40haq0tCJnn3RBW4kG6xid,https://api.spotify.com/v1/audio-analysis/40haq0tCJnn3RBW4kG6xid,251989,4,club
0.792,0.505,9,-7.365,1,0.414,0.0522,0.00000114,0.055,0.177,168,audio_features,6gK0tRpmvPiiYY8YHnbtpf,spotify:track:6gK0tRpmvPiiYY8YHnbtpf,https://api.spotify.com/v1/tracks/6gK0tRpmvPiiYY8YHnbtpf,https://api.spotify.com/v1/audio-analysis/6gK0tRpmvPiiYY8YHnbtpf,194147,4,club
0.911,0.665,8,-5.169,0,0.249,0.0271,0,0.0656,0.408,140.136,audio_features,6IyiDbcGvLBI3ED7BrxtZJ,spotify:track:6IyiDbcGvLBI3ED7BrxtZJ,https://api.spotify.com/v1/tracks/6IyiDbcGvLBI3ED7BrxtZJ,https://api.spotify.com/v1/audio-analysis/6IyiDbcGvLBI3ED7BrxtZJ,202714,4,club
0.67,0.485,8,-7.272,0,0.737,0.409,0,0.0973,0.242,119.886,audio_features,4MRT0dDbhqFKl67WzhUbSw,spotify:track:4MRT0dDbhqFKl67WzhUbSw,https://api.spotify.com/v1/tracks/4MRT0dDbhqFKl67WzhUbSw,https://api.spotify.com/v1/audio-analysis/4MRT0dDbhqFKl67WzhUbSw,312027,4,club
0.77,0.664,0,-5.604,1,0.211,0.215,0.000118,0.105,0.472,140.163,audio_features,4PWY72AubTjoZrohQt0pWn,spotify:track:4PWY72AubTjoZrohQt0pWn,https://api.spotify.com/v1/tracks/4PWY72AubTjoZrohQt0pWn,https://api.spotify.com/v1/audio-analysis/4PWY72AubTjoZrohQt0pWn,321987,4,club
0.886,0.628,8,-5.949,1,0.131,0.00215,0.0000115,0.31,0.178,119.906,audio_features,2JI71GHwq2LN8mtq3iCLYo,spotify:track:2JI71GHwq2LN8mtq3iCLYo,https://api.spotify.com/v1/tracks/2JI71GHwq2LN8mtq3iCLYo,https://api.spotify.com/v1/audio-analysis/2JI71GHwq2LN8mtq3iCLYo,239574,4,club
0.721,0.439,1,-10.395,1,0.147,0.13,0,0.314,0.423,119.986,audio_features,3LbP0bRODOjnpPA1oxAKrw,spotify:track:3LbP0bRODOjnpPA1oxAKrw,https://api.spotify.com/v1/tracks/3LbP0bRODOjnpPA1oxAKrw,https://api.spotify.com/v1/audio-analysis/3LbP0bRODOjnpPA1oxAKrw,255467,4,club
0.808,0.594,5,-5.971,0,0.0866,0.445,0.0000165,0.111,0.701,95.055,audio_features,3ra1jLBrMWFtvt0tFdfyyE,spotify:track:3ra1jLBrMWFtvt0tFdfyyE,https://api.spotify.com/v1/tracks/3ra1jLBrMWFtvt0tFdfyyE,https://api.spotify.com/v1/audio-analysis/3ra1jLBrMWFtvt0tFdfyyE,234733,4,club
0.774,0.431,1,-8.407,1,0.346,0.000146,0.0000199,0.112,0.353,201.843,audio_features,49ySwzAyvxcNXOkOP6ZB1L,spotify:track:49ySwzAyvxcNXOkOP6ZB1L,https://api.spotify.com/v1/tracks/49ySwzAyvxcNXOkOP6ZB1L,https://api.spotify.com/v1/audio-analysis/49ySwzAyvxcNXOkOP6ZB1L,181400,4,club
0.564,0.846,3,-4.402,0,0.328,0.0349,0,0.688,0.528,152.033,audio_features,1kMuU3TNQvHbqvXCWBodmP,spotify:track:1kMuU3TNQvHbqvXCWBodmP,https://api.spotify.com/v1/tracks/1kMuU3TNQvHbqvXCWBodmP,https://api.spotify.com/v1/audio-analysis/1kMuU3TNQvHbqvXCWBodmP,271947,4,club
0.664,0.371,2,-5.959,0,0.0306,0.404,0,0.0971,0.429,119.95,audio_features,2PIvq1pGrUjY007X5y1UpM,spotify:track:2PIvq1pGrUjY007X5y1UpM,https://api.spotify.com/v1/tracks/2PIvq1pGrUjY007X5y1UpM,https://api.spotify.com/v1/audio-analysis/2PIvq1pGrUjY007X5y1UpM,252227,3,club
0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,audio_features,6N9ZOtguCnnrvwH7zD82WJ,spotify:track:6N9ZOtguCnnrvwH7zD82WJ,https://api.spotify.com/v1/tracks/6N9ZOtguCnnrvwH7zD82WJ,https://api.spotify.com/v1/audio-analysis/6N9ZOtguCnnrvwH7zD82WJ,190186,4,club
0.888,0.468,1,-6.448,1,0.0831,0.0212,0.00000807,0.3,0.272,75.003,audio_features,0aWia6YqI2s9r41bXwnqhX,spotify:track:0aWia6YqI2s9r41bXwnqhX,https://api.spotify.com/v1/tracks/0aWia6YqI2s9r41bXwnqhX,https://api.spotify.com/v1/audio-analysis/0aWia6YqI2s9r41bXwnqhX,212920,4,club
