danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,eventtype
0.857,0.639,2,-8.622,1,0.128,0.0239,0,0.121,0.477,105.504,audio_features,3a8tAZFJxlmBwOtrf5L1oC,spotify:track:3a8tAZFJxlmBwOtrf5L1oC,https://api.spotify.com/v1/tracks/3a8tAZFJxlmBwOtrf5L1oC,https://api.spotify.com/v1/audio-analysis/3a8tAZFJxlmBwOtrf5L1oC,180667,4,club
0.745,0.635,11,-9.735,1,0.269,0.013,0,0.06,0.551,94.868,audio_features,4ztaHDRJVuQe61KVCIpgqw,spotify:track:4ztaHDRJVuQe61KVCIpgqw,https://api.spotify.com/v1/tracks/4ztaHDRJVuQe61KVCIpgqw,https://api.spotify.com/v1/audio-analysis/4ztaHDRJVuQe61KVCIpgqw,207987,4,club
0.86,0.719,11,-4.325,0,0.33,0.125,0,0.0799,0.496,160.049,audio_features,6qMXubogFdMrvVMJwqATzd,spotify:track:6qMXubogFdMrvVMJwqATzd,https://api.spotify.com/v1/tracks/6qMXubogFdMrvVMJwqATzd,https://api.spotify.com/v1/audio-analysis/6qMXubogFdMrvVMJwqATzd,207912,4,club
0.669,0.521,7,-8.732,1,0.0366,0.236,0,0.0802,0.327,130.071,audio_features,2N0NifjyXAdMOB4KBGvBJ6,spotify:track:2N0NifjyXAdMOB4KBGvBJ6,https://api.spotify.com/v1/tracks/2N0NifjyXAdMOB4KBGvBJ6,https://api.spotify.com/v1/audio-analysis/2N0NifjyXAdMOB4KBGvBJ6,255173,4,club
0.871,0.819,8,-5.439,0,0.298,0.0138,0,0.0608,0.857,98.699,audio_features,771lQyKAtqXRpZ7iM4JsbP,spotify:track:771lQyKAtqXRpZ7iM4JsbP,https://api.spotify.com/v1/tracks/771lQyKAtqXRpZ7iM4JsbP,https://api.spotify.com/v1/audio-analysis/771lQyKAtqXRpZ7iM4JsbP,345733,4,club
0.788,0.344,7,-8.542,1,0.552,0.107,0,0.481,0.819,166.004,audio_features,4MeSMK38Szi6mtnmdWKBG1,spotify:track:4MeSMK38Szi6mtnmdWKBG1,https://api.spotify.com/v1/tracks/4MeSMK38Szi6mtnmdWKBG1,https://api.spotify.com/v1/audio-analysis/4MeSMK38Szi6mtnmdWKBG1,310467,4,club
0.776,0.624,1,-5.815,1,0.0505,0.00849,0.00208,0.356,0.354,103.987,audio_features,11hqMWwX7sF3sOGdtijofF,spotify:track:11hqMWwX7sF3sOGdtijofF,https://api.spotify.com/v1/tracks/11hqMWwX7sF3sOGdtijofF,https://api.spotify.com/v1/audio-analysis/11hqMWwX7sF3sOGdtijofF,173975,4,club
0.795,0.482,11,-8.995,1,0.22,0.234,0.00000399,0.104,0.0602,132.985,audio_features,23NWj2izXAJ4yL6Nah73wf,spotify:track:23NWj2izXAJ4yL6Nah73wf,https://api.spotify.com/v1/tracks/23NWj2izXAJ4yL6Nah73wf,https://api.spotify.com/v1/audio-analysis/23NWj2izXAJ4yL6Nah73wf,209453,4,club
0.885,0.479,6,-7.81,1,0.149,0.0138,0.00000318,0.0925,0.237,125.077,audio_features,6wb6zxkNTBtcYVkXcvNyJp,spotify:track:6wb6zxkNTBtcYVkXcvNyJp,https://api.spotify.com/v1/tracks/6wb6zxkNTBtcYVkXcvNyJp,https://api.spotify.com/v1/audio-analysis/6wb6zxkNTBtcYVkXcvNyJp,200080,4,club
0.851,0.525,2,-5.221,0,0.0874,0.421,0,0.111,0.405,97.988,audio_features,0Dc7J9VPV4eOInoxUiZrsL,spotify:track:0Dc7J9VPV4eOInoxUiZrsL,https://api.spotify.com/v1/tracks/0Dc7J9VPV4eOInoxUiZrsL,https://api.spotify.com/v1/audio-analysis/0Dc7J9VPV4eOInoxUiZrsL,266840,4,club
0.886,0.525,8,-7.39,1,0.132,0.236,0,0.057,0.708,145.99,audio_features,0qy5D3OJre7SPJNMOL9I71,spotify:track:0qy5D3OJre7SPJNMOL9I71,https://api.spotify.com/v1/tracks/0qy5D3OJre7SPJNMOL9I71,https://api.spotify.com/v1/audio-analysis/0qy5D3OJre7SPJNMOL9I71,225205,4,club
0.72,0.748,10,-5.522,0,0.393,0.0235,0,0.369,0.246,145.22,audio_features,275a9yzwGB6ncAW4SxY7q3,spotify:track:275a9yzwGB6ncAW4SxY7q3,https://api.spotify.com/v1/tracks/275a9yzwGB6ncAW4SxY7q3,https://api.spotify.com/v1/audio-analysis/275a9yzwGB6ncAW4SxY7q3,247867,4,club
0.803,0.585,8,-5.861,1,0.0432,0.103,0.00000394,0.0644,0.593,105.017,audio_features,4tCtwWceOPWzenK2HAIJSb,spotify:track:4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,214480,4,club
0.776,0.662,1,-7.016,0,0.0489,0.00157,0.000021,0.0887,0.324,152.927,audio_features,1LxKKYsJNPeBdOwdudsJzv,spotify:track:1LxKKYsJNPeBdOwdudsJzv,https://api.spotify.com/v1/tracks/1LxKKYsJNPeBdOwdudsJzv,https://api.spotify.com/v1/audio-analysis/1LxKKYsJNPeBdOwdudsJzv,182733,4,club
0.779,0.455,1,-15.025,1,0.28,0.0542,0,0.177,0.197,140.181,audio_features,7zBPzAjKAqQpcv8F8GCq5s,spotify:track:7zBPzAjKAqQpcv8F8GCq5s,https://api.spotify.com/v1/tracks/7zBPzAjKAqQpcv8F8GCq5s,https://api.spotify.com/v1/audio-analysis/7zBPzAjKAqQpcv8F8GCq5s,153429,4,club
0.704,0.777,2,-5.729,1,0.195,0.0358,0,0.151,0.392,111.921,audio_features,60xaS8mYBKUW4VQQ666N0T,spotify:track:60xaS8mYBKUW4VQQ666N0T,https://api.spotify.com/v1/tracks/60xaS8mYBKUW4VQQ666N0T,https://api.spotify.com/v1/audio-analysis/60xaS8mYBKUW4VQQ666N0T,141542,4,club
0.505,0.397,5,-9.349,1,0.324,0.716,0,0.0853,0.558,95.063,audio_features,3eze1OsZ1rqeXkKStNfTmi,spotify:track:3eze1OsZ1rqeXkKStNfTmi,https://api.spotify.com/v1/tracks/3eze1OsZ1rqeXkKStNfTmi,https://api.spotify.com/v1/audio-analysis/3eze1OsZ1rqeXkKStNfTmi,219683,1,club
0.916,0.571,10,-8.241,0,0.2,0.0173,0.00000111,0.153,0.498,103.521,audio_features,4JDZl9nKIAhAhDjw753u4X,spotify:track:4JDZl9nKIAhAhDjw753u4X,https://api.spotify.com/v1/tracks/4JDZl9nKIAhAhDjw753u4X,https://api.spotify.com/v1/audio-analysis/4JDZl9nKIAhAhDjw753u4X,183695,4,club
0.53,0.696,8,-7.691,0,0.0654,0.0313,0,0.11,0.149,183.919,audio_features,3Qnqmo5wfuEpMKf8b9Cg1n,spotify:track:3Qnqmo5wfuEpMKf8b9Cg1n,https://api.spotify.com/v1/tracks/3Qnqmo5wfuEpMKf8b9Cg1n,https://api.spotify.com/v1/audio-analysis/3Qnqmo5wfuEpMKf8b9Cg1n,258680,4,club
0.938,0.382,10,-8.548,1,0.482,0.278,0,0.126,0.66,120.045,audio_features,34dVqrAW35mn6dpgfzntOS,spotify:track:34dVqrAW35mn6dpgfzntOS,https://api.spotify.com/v1/tracks/34dVqrAW35mn6dpgfzntOS,https://api.spotify.com/v1/audio-analysis/34dVqrAW35mn6dpgfzntOS,209737,4,club
0.824,0.572,11,-4.868,1,0.0652,0.0233,0.00000819,0.208,0.667,153.977,audio_features,0zO8ctW0UiuOefR87OeJOZ,spotify:track:0zO8ctW0UiuOefR87OeJOZ,https://api.spotify.com/v1/tracks/0zO8ctW0UiuOefR87OeJOZ,https://api.spotify.com/v1/audio-analysis/0zO8ctW0UiuOefR87OeJOZ,299960,4,club
0.743,0.72,11,-5.175,0,0.0865,0.248,0,0.096,0.431,123.994,audio_features,5W3UniuRMkHHIpaiQo1hAW,spotify:track:5W3UniuRMkHHIpaiQo1hAW,https://api.spotify.com/v1/tracks/5W3UniuRMkHHIpaiQo1hAW,https://api.spotify.com/v1/audio-analysis/5W3UniuRMkHHIpaiQo1hAW,245723,4,club
0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,audio_features,5uDASfU19gDxSjW8cnCaBp,spotify:track:5uDASfU19gDxSjW8cnCaBp,https://api.spotify.com/v1/tracks/5uDASfU19gDxSjW8cnCaBp,https://api.spotify.com/v1/audio-analysis/5uDASfU19gDxSjW8cnCaBp,177184,4,club
0.915,0.54,7,-6.578,1,0.0661,0.445,0.0000363,0.11,0.111,100.039,audio_features,4uQ7wYsuL0DryknoDc11Hk,spotify:track:4uQ7wYsuL0DryknoDc11Hk,https://api.spotify.com/v1/tracks/4uQ7wYsuL0DryknoDc11Hk,https://api.spotify.com/v1/audio-analysis/4uQ7wYsuL0DryknoDc11Hk,183159,4,club
0.795,0.568,5,-7.817,0,0.142,0.0541,0,0.108,0.478,136.173,audio_features,0B8QzDH7YWih85V5SEMnyJ,spotify:track:0B8QzDH7YWih85V5SEMnyJ,https://api.spotify.com/v1/tracks/0B8QzDH7YWih85V5SEMnyJ,https://api.spotify.com/v1/audio-analysis/0B8QzDH7YWih85V5SEMnyJ,198944,4,club
0.712,0.674,9,-8.188,1,0.194,0.0333,0.00000187,0.0916,0.329,111.869,audio_features,78qRSpkPt9y1DtRp2uB9yO,spotify:track:78qRSpkPt9y1DtRp2uB9yO,https://api.spotify.com/v1/tracks/78qRSpkPt9y1DtRp2uB9yO,https://api.spotify.com/v1/audio-analysis/78qRSpkPt9y1DtRp2uB9yO,288867,4,club
0.502,0.639,4,-4.8,0,0.0481,0.0684,0.0000126,0.0758,0.36,171.89,audio_features,4JlYrtPZlMWkhCiMrLHUrP,spotify:track:4JlYrtPZlMWkhCiMrLHUrP,https://api.spotify.com/v1/tracks/4JlYrtPZlMWkhCiMrLHUrP,https://api.spotify.com/v1/audio-analysis/4JlYrtPZlMWkhCiMrLHUrP,224000,3,club
0.886,0.585,7,-2.13,0,0.0493,0.0326,0.00000485,0.0882,0.793,145.007,audio_features,7wVLads8CFKdKfKf09CDRw,spotify:track:7wVLads8CFKdKfKf09CDRw,https://api.spotify.com/v1/tracks/7wVLads8CFKdKfKf09CDRw,https://api.spotify.com/v1/audio-analysis/7wVLads8CFKdKfKf09CDRw,161067,4,club
0.646,0.696,1,-5.572,0,0.342,0.0192,0,0.0762,0.625,92.88,audio_features,5XJJdNPkwmbUwE79gv0NxK,spotify:track:5XJJdNPkwmbUwE79gv0NxK,https://api.spotify.com/v1/tracks/5XJJdNPkwmbUwE79gv0NxK,https://api.spotify.com/v1/audio-analysis/5XJJdNPkwmbUwE79gv0NxK,207401,4,club
0.747,0.477,10,-11.062,0,0.276,0.0962,0,0.114,0.321,93.44,audio_features,4CpKEkdGbOJV51cSvx7SoG,spotify:track:4CpKEkdGbOJV51cSvx7SoG,https://api.spotify.com/v1/tracks/4CpKEkdGbOJV51cSvx7SoG,https://api.spotify.com/v1/audio-analysis/4CpKEkdGbOJV51cSvx7SoG,245227,4,club
0.843,0.359,0,-7.417,1,0.461,0.069,0,0.12,0.156,81.987,audio_features,2ANLarE8yHVsLWW21nj79M,spotify:track:2ANLarE8yHVsLWW21nj79M,https://api.spotify.com/v1/tracks/2ANLarE8yHVsLWW21nj79M,https://api.spotify.com/v1/audio-analysis/2ANLarE8yHVsLWW21nj79M,163944,4,club
0.951,0.649,2,-3.779,1,0.291,0.0531,0,0.0635,0.587,131.106,audio_features,5N7chlDyQLacDTxl5CCitD,spotify:track:5N7chlDyQLacDTxl5CCitD,https://api.spotify.com/v1/tracks/5N7chlDyQLacDTxl5CCitD,https://api.spotify.com/v1/audio-analysis/5N7chlDyQLacDTxl5CCitD,213880,4,club
0.712,0.562,10,-6.008,1,0.129,0.125,0,0.136,0.142,140,audio_features,6jmTHeoWvBaSrwWttr8Xvu,spotify:track:6jmTHeoWvBaSrwWttr8Xvu,https://api.spotify.com/v1/tracks/6jmTHeoWvBaSrwWttr8Xvu,https://api.spotify.com/v1/audio-analysis/6jmTHeoWvBaSrwWttr8Xvu,236480,4,club
0.765,0.356,11,-5.556,0,0.196,0.222,0,0.0963,0.19,97.001,audio_features,3pXF1nA74528Edde4of9CC,spotify:track:3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC,198293,4,club
0.74,0.47,1,-11.173,1,0.15,0.0163,0.00000475,0.199,0.294,80.016,audio_features,0k9RIzZtAo4DTQu0ZM6lNZ,spotify:track:0k9RIzZtAo4DTQu0ZM6lNZ,https://api.spotify.com/v1/tracks/0k9RIzZtAo4DTQu0ZM6lNZ,https://api.spotify.com/v1/audio-analysis/0k9RIzZtAo4DTQu0ZM6lNZ,241400,4,club
0.895,0.681,7,-5.267,0,0.358,0.157,0,0.189,0.554,121.918,audio_features,0wdKiSBUT7aZkXUIdJWcwC,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,https://api.spotify.com/v1/tracks/0wdKiSBUT7aZkXUIdJWcwC,https://api.spotify.com/v1/audio-analysis/0wdKiSBUT7aZkXUIdJWcwC,240000,4,club
0.897,0.642,2,-8.828,1,0.0534,0.0219,0.00000131,0.159,0.291,127.984,audio_features,5suEtW2DUAfvroohjzgatb,spotify:track:5suEtW2DUAfvroohjzgatb,https://api.spotify.com/v1/tracks/5suEtW2DUAfvroohjzgatb,https://api.spotify.com/v1/audio-analysis/5suEtW2DUAfvroohjzgatb,285240,4,club
0.598,0.564,1,-3.89,0,0.0684,0.337,0,0.379,0.546,174.909,audio_features,07oiSjg6TiehyOS3pRJo0l,spotify:track:07oiSjg6TiehyOS3pRJo0l,https://api.spotify.com/v1/tracks/07oiSjg6TiehyOS3pRJo0l,https://api.spotify.com/v1/audio-analysis/07oiSjg6TiehyOS3pRJo0l,187561,4,club
0.863,0.576,5,-5.687,0,0.239,0.124,0,0.143,0.832,132.054,audio_features,55OdqrG8WLmsYyY1jijD9b,spotify:track:55OdqrG8WLmsYyY1jijD9b,https://api.spotify.com/v1/tracks/55OdqrG8WLmsYyY1jijD9b,https://api.spotify.com/v1/audio-analysis/55OdqrG8WLmsYyY1jijD9b,236293,4,club
0.874,0.568,11,-5.896,0,0.224,0.0698,0.0000138,0.149,0.46,139.995,audio_features,49zD0wr2S3d0lZPib0K4e1,spotify:track:49zD0wr2S3d0lZPib0K4e1,https://api.spotify.com/v1/tracks/49zD0wr2S3d0lZPib0K4e1,https://api.spotify.com/v1/audio-analysis/49zD0wr2S3d0lZPib0K4e1,237400,4,club
0.861,0.448,2,-8.256,1,0.111,0.00761,0.000408,0.0902,0.0487,125.022,audio_features,5ihDGnhQgMA0F0tk9fNLlA,spotify:track:5ihDGnhQgMA0F0tk9fNLlA,https://api.spotify.com/v1/tracks/5ihDGnhQgMA0F0tk9fNLlA,https://api.spotify.com/v1/audio-analysis/5ihDGnhQgMA0F0tk9fNLlA,265213,4,club
0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,audio_features,6BbINUfGabVyiNFJpQXn3x,spotify:track:6BbINUfGabVyiNFJpQXn3x,https://api.spotify.com/v1/tracks/6BbINUfGabVyiNFJpQXn3x,https://api.spotify.com/v1/audio-analysis/6BbINUfGabVyiNFJpQXn3x,173347,4,club
0.633,0.853,8,-6.491,1,0.389,0.302,0,0.152,0.544,130.018,audio_features,7MDKvOzNgAJ3KMCtaP2UOa,spotify:track:7MDKvOzNgAJ3KMCtaP2UOa,https://api.spotify.com/v1/tracks/7MDKvOzNgAJ3KMCtaP2UOa,https://api.spotify.com/v1/audio-analysis/7MDKvOzNgAJ3KMCtaP2UOa,211965,4,club
0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974,audio_features,7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX,313547,4,club
0.692,0.733,2,-6.012,1,0.0313,0.43,0.00000235,0.351,0.419,109.989,audio_features,1ANYHWUz5NqPu2EBALGK9Z,spotify:track:1ANYHWUz5NqPu2EBALGK9Z,https://api.spotify.com/v1/tracks/1ANYHWUz5NqPu2EBALGK9Z,https://api.spotify.com/v1/audio-analysis/1ANYHWUz5NqPu2EBALGK9Z,212760,4,club
0.644,0.479,4,-8.352,1,0.177,0.169,0,0.639,0.612,79.929,audio_features,2rmq49FcJ4U3wh1Z7C9UxE,spotify:track:2rmq49FcJ4U3wh1Z7C9UxE,https://api.spotify.com/v1/tracks/2rmq49FcJ4U3wh1Z7C9UxE,https://api.spotify.com/v1/audio-analysis/2rmq49FcJ4U3wh1Z7C9UxE,180680,4,club
0.737,0.545,6,-8.536,0,0.362,0.0855,0.0000932,0.153,0.443,140.086,audio_features,4qikXelSRKvoCqFcHLB2H2,spotify:track:4qikXelSRKvoCqFcHLB2H2,https://api.spotify.com/v1/tracks/4qikXelSRKvoCqFcHLB2H2,https://api.spotify.com/v1/audio-analysis/4qikXelSRKvoCqFcHLB2H2,332453,4,club
0.596,0.393,8,-8.714,1,0.383,0.637,0,0.539,0.36,107.425,audio_features,1eQBEelI2NCy7AUTerX0KS,spotify:track:1eQBEelI2NCy7AUTerX0KS,https://api.spotify.com/v1/tracks/1eQBEelI2NCy7AUTerX0KS,https://api.spotify.com/v1/audio-analysis/1eQBEelI2NCy7AUTerX0KS,320680,4,club
0.714,0.566,7,-4.408,1,0.056,0.142,0.00000125,0.57,0.449,113.074,audio_features,4KW1lqgSr8TKrvBII0Brf8,spotify:track:4KW1lqgSr8TKrvBII0Brf8,https://api.spotify.com/v1/tracks/4KW1lqgSr8TKrvBII0Brf8,https://api.spotify.com/v1/audio-analysis/4KW1lqgSr8TKrvBII0Brf8,135920,4,club
0.474,0.741,6,-3.69,1,0.111,0.0602,0,0.115,0.402,174.1,audio_features,19a3JfW8BQwqHWUMbcqSx8,spotify:track:19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/tracks/19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/audio-analysis/19a3JfW8BQwqHWUMbcqSx8,196040,4,club
0.386,0.587,10,-4.454,1,0.0519,0.0363,0.00000371,0.332,0.0565,96.072,audio_features,3nAq2hCr1oWsIU54tS98pL,spotify:track:3nAq2hCr1oWsIU54tS98pL,https://api.spotify.com/v1/tracks/3nAq2hCr1oWsIU54tS98pL,https://api.spotify.com/v1/audio-analysis/3nAq2hCr1oWsIU54tS98pL,181573,4,club
0.545,0.625,2,-6.234,1,0.162,0.00573,0,0.304,0.377,101.963,audio_features,4qYLPta5HZ36idWiXtqh7B,spotify:track:4qYLPta5HZ36idWiXtqh7B,https://api.spotify.com/v1/tracks/4qYLPta5HZ36idWiXtqh7B,https://api.spotify.com/v1/audio-analysis/4qYLPta5HZ36idWiXtqh7B,199867,4,club
0.67,0.724,11,-4.141,1,0.361,0.577,0,0.789,0.285,145.105,audio_features,1Wsbr1d2BouNGk2q92mIj7,spotify:track:1Wsbr1d2BouNGk2q92mIj7,https://api.spotify.com/v1/tracks/1Wsbr1d2BouNGk2q92mIj7,https://api.spotify.com/v1/audio-analysis/1Wsbr1d2BouNGk2q92mIj7,130293,4,club
0.682,0.592,7,-7.033,1,0.281,0.169,0.00000549,0.136,0.5,186.041,audio_features,2IY7eOUDjw2ArKYxKa2jXc,spotify:track:2IY7eOUDjw2ArKYxKa2jXc,https://api.spotify.com/v1/tracks/2IY7eOUDjw2ArKYxKa2jXc,https://api.spotify.com/v1/audio-analysis/2IY7eOUDjw2ArKYxKa2jXc,230467,4,club
0.924,0.543,9,-7.474,0,0.298,0.182,0,0.103,0.736,133.907,audio_features,6NMNgWgEAzde5M8U3lc6FN,spotify:track:6NMNgWgEAzde5M8U3lc6FN,https://api.spotify.com/v1/tracks/6NMNgWgEAzde5M8U3lc6FN,https://api.spotify.com/v1/audio-analysis/6NMNgWgEAzde5M8U3lc6FN,207813,4,club
0.804,0.56,8,-6.682,1,0.185,0.00479,0,0.164,0.272,85.023,audio_features,4ckuS4Nj4FZ7i3Def3Br8W,spotify:track:4ckuS4Nj4FZ7i3Def3Br8W,https://api.spotify.com/v1/tracks/4ckuS4Nj4FZ7i3Def3Br8W,https://api.spotify.com/v1/audio-analysis/4ckuS4Nj4FZ7i3Def3Br8W,251333,4,club
0.46,0.832,8,-2.628,1,0.232,0.329,0,0.127,0.358,86.35,audio_features,3m62bJJXGyQKdR9XyRocnl,spotify:track:3m62bJJXGyQKdR9XyRocnl,https://api.spotify.com/v1/tracks/3m62bJJXGyQKdR9XyRocnl,https://api.spotify.com/v1/audio-analysis/3m62bJJXGyQKdR9XyRocnl,238960,4,club
0.794,0.646,0,-6.235,1,0.0614,0.13,0,0.14,0.322,145.931,audio_features,6fujklziTHa8uoM5OQSfIo,spotify:track:6fujklziTHa8uoM5OQSfIo,https://api.spotify.com/v1/tracks/6fujklziTHa8uoM5OQSfIo,https://api.spotify.com/v1/audio-analysis/6fujklziTHa8uoM5OQSfIo,291893,4,club
0.673,0.785,10,-2.894,0,0.351,0.0485,0.00000365,0.0397,0.85,84.607,audio_features,2D1hlMwWWXpkc3CZJ5U351,spotify:track:2D1hlMwWWXpkc3CZJ5U351,https://api.spotify.com/v1/tracks/2D1hlMwWWXpkc3CZJ5U351,https://api.spotify.com/v1/audio-analysis/2D1hlMwWWXpkc3CZJ5U351,249467,4,club
0.8,0.445,1,-10.243,1,0.0546,0.11,0.00000246,0.0905,0.219,132.061,audio_features,0Ic9AMmXhdk7l53KmTqdFO,spotify:track:0Ic9AMmXhdk7l53KmTqdFO,https://api.spotify.com/v1/tracks/0Ic9AMmXhdk7l53KmTqdFO,https://api.spotify.com/v1/audio-analysis/0Ic9AMmXhdk7l53KmTqdFO,238720,4,club
0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,audio_features,4STaHtfguDMkWbPEo6Fwcx,spotify:track:4STaHtfguDMkWbPEo6Fwcx,https://api.spotify.com/v1/tracks/4STaHtfguDMkWbPEo6Fwcx,https://api.spotify.com/v1/audio-analysis/4STaHtfguDMkWbPEo6Fwcx,202661,4,club
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4,club
0.8,0.445,1,-10.918,1,0.0971,0.000687,0,0.112,0.31,84.991,audio_features,5T4IfwCUSuI5MOT7aOZFyg,spotify:track:5T4IfwCUSuI5MOT7aOZFyg,https://api.spotify.com/v1/tracks/5T4IfwCUSuI5MOT7aOZFyg,https://api.spotify.com/v1/audio-analysis/5T4IfwCUSuI5MOT7aOZFyg,200647,4,club
0.929,0.65,7,-2.882,1,0.0858,0.00348,0,0.308,0.655,112.249,audio_features,7lQ8MOhq6IN2w8EYcFNSUk,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290227,4,club
0.863,0.605,2,-5.231,1,0.0572,0.000366,0.00000371,0.132,0.327,140.031,audio_features,20FZrLl9zSbO9b3DhaqO6M,spotify:track:20FZrLl9zSbO9b3DhaqO6M,https://api.spotify.com/v1/tracks/20FZrLl9zSbO9b3DhaqO6M,https://api.spotify.com/v1/audio-analysis/20FZrLl9zSbO9b3DhaqO6M,252520,4,club
0.922,0.509,6,-7.637,0,0.096,0.0783,0,0.211,0.35,112.972,audio_features,0X196cAoW63CLQEL21Prh0,spotify:track:0X196cAoW63CLQEL21Prh0,https://api.spotify.com/v1/tracks/0X196cAoW63CLQEL21Prh0,https://api.spotify.com/v1/audio-analysis/0X196cAoW63CLQEL21Prh0,316320,4,club
0.646,0.68,7,-5.469,0,0.0449,0.00784,0,0.649,0.241,99.99,audio_features,4mPIZVR08UUbqz2xFoxjiH,spotify:track:4mPIZVR08UUbqz2xFoxjiH,https://api.spotify.com/v1/tracks/4mPIZVR08UUbqz2xFoxjiH,https://api.spotify.com/v1/audio-analysis/4mPIZVR08UUbqz2xFoxjiH,199360,4,club
0.652,0.637,1,-8.094,1,0.0593,0.0677,0,0.0996,0.173,110.08,audio_features,57qiTKh8bVX0VtfUNTQqhw,spotify:track:57qiTKh8bVX0VtfUNTQqhw,https://api.spotify.com/v1/tracks/57qiTKh8bVX0VtfUNTQqhw,https://api.spotify.com/v1/audio-analysis/57qiTKh8bVX0VtfUNTQqhw,198653,4,club
0.897,0.661,8,-6.2,0,0.27,0.0633,0,0.116,0.193,127.081,audio_features,1FvU97lrWOG2NRxErh6OZz,spotify:track:1FvU97lrWOG2NRxErh6OZz,https://api.spotify.com/v1/tracks/1FvU97lrWOG2NRxErh6OZz,https://api.spotify.com/v1/audio-analysis/1FvU97lrWOG2NRxErh6OZz,334467,4,club
0.902,0.67,10,-4.074,1,0.19,0.167,0,0.107,0.39,144.07,audio_features,6ZA3Q8Dj5BrnmOsT300DCh,spotify:track:6ZA3Q8Dj5BrnmOsT300DCh,https://api.spotify.com/v1/tracks/6ZA3Q8Dj5BrnmOsT300DCh,https://api.spotify.com/v1/audio-analysis/6ZA3Q8Dj5BrnmOsT300DCh,186672,4,club
0.788,0.516,1,-6.807,0,0.219,0.1,0,0.129,0.235,81.497,audio_features,206uaQyzb8kOiZ7rHw9wCn,spotify:track:206uaQyzb8kOiZ7rHw9wCn,https://api.spotify.com/v1/tracks/206uaQyzb8kOiZ7rHw9wCn,https://api.spotify.com/v1/audio-analysis/206uaQyzb8kOiZ7rHw9wCn,222400,4,club
0.755,0.629,0,-8.284,1,0.312,0.32,0,0.126,0.591,143.083,audio_features,59e7E2LMPZ2bhW5G6aCwX8,spotify:track:59e7E2LMPZ2bhW5G6aCwX8,https://api.spotify.com/v1/tracks/59e7E2LMPZ2bhW5G6aCwX8,https://api.spotify.com/v1/audio-analysis/59e7E2LMPZ2bhW5G6aCwX8,188853,4,club
0.897,0.598,2,-7.164,1,0.0466,0.492,0.0014,0.0646,0.528,119.966,audio_features,6br4Pc0BzU6dTD5fEmks2i,spotify:track:6br4Pc0BzU6dTD5fEmks2i,https://api.spotify.com/v1/tracks/6br4Pc0BzU6dTD5fEmks2i,https://api.spotify.com/v1/audio-analysis/6br4Pc0BzU6dTD5fEmks2i,255253,4,club
0.613,0.702,7,-6.498,1,0.0458,0.0995,0,0.116,0.372,133.932,audio_features,0H8XeaJunhvpBdBFIYi6Sh,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,https://api.spotify.com/v1/tracks/0H8XeaJunhvpBdBFIYi6Sh,https://api.spotify.com/v1/audio-analysis/0H8XeaJunhvpBdBFIYi6Sh,234213,4,club
0.832,0.557,7,-3.947,0,0.053,0.307,0,0.176,0.279,125.999,audio_features,2AGUFka8kBWCM47h5uTlDb,spotify:track:2AGUFka8kBWCM47h5uTlDb,https://api.spotify.com/v1/tracks/2AGUFka8kBWCM47h5uTlDb,https://api.spotify.com/v1/audio-analysis/2AGUFka8kBWCM47h5uTlDb,200453,4,club
