danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.782,0.808,2,-8.374,1,0.0291,0.0298,0,0.161,0.971,104.983,audio_features,1DzQvaFztN7CnbqcXOO5k0,spotify:track:1DzQvaFztN7CnbqcXOO5k0,https://api.spotify.com/v1/tracks/1DzQvaFztN7CnbqcXOO5k0,https://api.spotify.com/v1/audio-analysis/1DzQvaFztN7CnbqcXOO5k0,176592,4
0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,audio_features,2LEF1A8DOZ9wRYikWgVlZ8,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,https://api.spotify.com/v1/tracks/2LEF1A8DOZ9wRYikWgVlZ8,https://api.spotify.com/v1/audio-analysis/2LEF1A8DOZ9wRYikWgVlZ8,248133,4
0.731,0.813,6,-7.366,0,0.065,0.00439,0.0000035,0.26,0.497,130.028,audio_features,4uGucgzv0ydi35DgAlsTQ4,spotify:track:4uGucgzv0ydi35DgAlsTQ4,https://api.spotify.com/v1/tracks/4uGucgzv0ydi35DgAlsTQ4,https://api.spotify.com/v1/audio-analysis/4uGucgzv0ydi35DgAlsTQ4,208920,4
0.666,0.878,7,-2.85,0,0.0973,0.03,0,0.0828,0.669,119.932,audio_features,5tXyNhNcsnn7HbcABntOSf,spotify:track:5tXyNhNcsnn7HbcABntOSf,https://api.spotify.com/v1/tracks/5tXyNhNcsnn7HbcABntOSf,https://api.spotify.com/v1/audio-analysis/5tXyNhNcsnn7HbcABntOSf,222160,4
0.565,0.73,1,-4.54,1,0.031,0.0879,0,0.0652,0.408,82.058,audio_features,1lAnSi0iSTbto9WnRcnyC1,spotify:track:1lAnSi0iSTbto9WnRcnyC1,https://api.spotify.com/v1/tracks/1lAnSi0iSTbto9WnRcnyC1,https://api.spotify.com/v1/audio-analysis/1lAnSi0iSTbto9WnRcnyC1,236773,4
0.531,0.542,8,-7.721,1,0.0432,0.356,0,0.119,0.726,171.878,audio_features,6MDTpYxPFL0wtFd0pjfKws,spotify:track:6MDTpYxPFL0wtFd0pjfKws,https://api.spotify.com/v1/tracks/6MDTpYxPFL0wtFd0pjfKws,https://api.spotify.com/v1/audio-analysis/6MDTpYxPFL0wtFd0pjfKws,200200,4
0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,audio_features,0HFx7PLqzGxSfN59j3UHmR,spotify:track:0HFx7PLqzGxSfN59j3UHmR,https://api.spotify.com/v1/tracks/0HFx7PLqzGxSfN59j3UHmR,https://api.spotify.com/v1/audio-analysis/0HFx7PLqzGxSfN59j3UHmR,207719,4
0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,audio_features,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,199080,4
0.674,0.785,1,-6.27,1,0.0361,0.13,0,0.122,0.4,120.017,audio_features,5H0ajL4EHsrcAEGESo2Lzx,spotify:track:5H0ajL4EHsrcAEGESo2Lzx,https://api.spotify.com/v1/tracks/5H0ajL4EHsrcAEGESo2Lzx,https://api.spotify.com/v1/audio-analysis/5H0ajL4EHsrcAEGESo2Lzx,229973,4
0.553,0.806,10,-5.783,1,0.249,0.134,0,0.0678,0.961,86.818,audio_features,4pg1CRAajCYbb1q2sZypPf,spotify:track:4pg1CRAajCYbb1q2sZypPf,https://api.spotify.com/v1/tracks/4pg1CRAajCYbb1q2sZypPf,https://api.spotify.com/v1/audio-analysis/4pg1CRAajCYbb1q2sZypPf,199627,5
0.637,0.83,11,-6.808,0,0.0865,0.0273,0,0.0489,0.446,127.952,audio_features,5wzF54886ZLxexpY6h1VhU,spotify:track:5wzF54886ZLxexpY6h1VhU,https://api.spotify.com/v1/tracks/5wzF54886ZLxexpY6h1VhU,https://api.spotify.com/v1/audio-analysis/5wzF54886ZLxexpY6h1VhU,220093,4
0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779,audio_features,64yrDBpcdwEdNY9loyEGbX,spotify:track:64yrDBpcdwEdNY9loyEGbX,https://api.spotify.com/v1/tracks/64yrDBpcdwEdNY9loyEGbX,https://api.spotify.com/v1/audio-analysis/64yrDBpcdwEdNY9loyEGbX,321093,4
0.689,0.481,10,-7.503,1,0.0815,0.369,0.00000103,0.0649,0.283,80.025,audio_features,7wqSzGeodspE3V6RBD5W8L,spotify:track:7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/tracks/7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/audio-analysis/7wqSzGeodspE3V6RBD5W8L,229526,4
0.658,0.296,2,-10.584,1,0.0293,0.872,0,0.114,0.311,103.975,audio_features,0THbsvMRmCHpFT3YLX301c,spotify:track:0THbsvMRmCHpFT3YLX301c,https://api.spotify.com/v1/tracks/0THbsvMRmCHpFT3YLX301c,https://api.spotify.com/v1/audio-analysis/0THbsvMRmCHpFT3YLX301c,232813,4
0.464,0.525,2,-6.965,1,0.0281,0.64,0.00000664,0.104,0.616,90.41,audio_features,5VWmMZCfJ4yVkJw9ZLFXej,spotify:track:5VWmMZCfJ4yVkJw9ZLFXej,https://api.spotify.com/v1/tracks/5VWmMZCfJ4yVkJw9ZLFXej,https://api.spotify.com/v1/audio-analysis/5VWmMZCfJ4yVkJw9ZLFXej,198360,4
0.64,0.755,9,-5.035,0,0.0311,0.122,0,0.152,0.833,96.945,audio_features,1HWmbzVLBFG9P5mBI1GG46,spotify:track:1HWmbzVLBFG9P5mBI1GG46,https://api.spotify.com/v1/tracks/1HWmbzVLBFG9P5mBI1GG46,https://api.spotify.com/v1/audio-analysis/1HWmbzVLBFG9P5mBI1GG46,191947,4
0.623,0.956,4,-2.608,0,0.0753,0.119,0.000227,0.617,0.739,149.958,audio_features,5PUawWFG1oIS2NwEcyHaCr,spotify:track:5PUawWFG1oIS2NwEcyHaCr,https://api.spotify.com/v1/tracks/5PUawWFG1oIS2NwEcyHaCr,https://api.spotify.com/v1/audio-analysis/5PUawWFG1oIS2NwEcyHaCr,211573,4
0.714,0.725,4,-6.411,1,0.0402,0.0156,0,0.0726,0.59,99.988,audio_features,6ihL9TjfRjadfEePzXXyVF,spotify:track:6ihL9TjfRjadfEePzXXyVF,https://api.spotify.com/v1/tracks/6ihL9TjfRjadfEePzXXyVF,https://api.spotify.com/v1/audio-analysis/6ihL9TjfRjadfEePzXXyVF,213107,4
0.592,0.729,8,-4.156,1,0.0448,0.022,0,0.0653,0.709,116.03,audio_features,1N62wozuHCvczCkY4QidpP,spotify:track:1N62wozuHCvczCkY4QidpP,https://api.spotify.com/v1/tracks/1N62wozuHCvczCkY4QidpP,https://api.spotify.com/v1/audio-analysis/1N62wozuHCvczCkY4QidpP,236267,4
0.561,0.927,9,-4.374,0,0.0619,0.0313,0.0000234,0.529,0.553,152.011,audio_features,7s0lDK7y3XLmI7tcsRAbW0,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,https://api.spotify.com/v1/tracks/7s0lDK7y3XLmI7tcsRAbW0,https://api.spotify.com/v1/audio-analysis/7s0lDK7y3XLmI7tcsRAbW0,186827,4
0.629,0.897,2,-3.401,1,0.0483,0.0424,0,0.263,0.93,161.944,audio_features,3mcG2NI5G5vhrQtRda1YnA,spotify:track:3mcG2NI5G5vhrQtRda1YnA,https://api.spotify.com/v1/tracks/3mcG2NI5G5vhrQtRda1YnA,https://api.spotify.com/v1/audio-analysis/3mcG2NI5G5vhrQtRda1YnA,168253,4
0.698,0.844,7,-4.549,0,0.067,0.0577,0.0000169,0.105,0.446,126.937,audio_features,1OXfWI3FQMdsKKC6lkvzSx,spotify:track:1OXfWI3FQMdsKKC6lkvzSx,https://api.spotify.com/v1/tracks/1OXfWI3FQMdsKKC6lkvzSx,https://api.spotify.com/v1/audio-analysis/1OXfWI3FQMdsKKC6lkvzSx,198467,4
0.579,0.731,11,-4.16,0,0.0452,0.0137,0,0.113,0.284,126.07,audio_features,4sK96UnGx3NjBaqvfTG2dm,spotify:track:4sK96UnGx3NjBaqvfTG2dm,https://api.spotify.com/v1/tracks/4sK96UnGx3NjBaqvfTG2dm,https://api.spotify.com/v1/audio-analysis/4sK96UnGx3NjBaqvfTG2dm,256560,4
0.516,0.806,2,-5.133,1,0.0538,0.00389,0.000674,0.115,0.577,124.118,audio_features,4QRZirU4s1f30iDHzuKncj,spotify:track:4QRZirU4s1f30iDHzuKncj,https://api.spotify.com/v1/tracks/4QRZirU4s1f30iDHzuKncj,https://api.spotify.com/v1/audio-analysis/4QRZirU4s1f30iDHzuKncj,249693,4
0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,audio_features,1qCdYQdkWvm4cYXAuOlbyc,spotify:track:1qCdYQdkWvm4cYXAuOlbyc,https://api.spotify.com/v1/tracks/1qCdYQdkWvm4cYXAuOlbyc,https://api.spotify.com/v1/audio-analysis/1qCdYQdkWvm4cYXAuOlbyc,233478,4
0.707,0.79,5,-6.543,1,0.0386,0.00534,0,0.0866,0.615,100.01,audio_features,5x45ULRgVLL68exMoRCcGt,spotify:track:5x45ULRgVLL68exMoRCcGt,https://api.spotify.com/v1/tracks/5x45ULRgVLL68exMoRCcGt,https://api.spotify.com/v1/audio-analysis/5x45ULRgVLL68exMoRCcGt,258360,4
0.585,0.303,4,-10.058,1,0.0398,0.694,0,0.115,0.142,136.703,audio_features,05pKAafT85jeeNhZ6kq7HT,spotify:track:05pKAafT85jeeNhZ6kq7HT,https://api.spotify.com/v1/tracks/05pKAafT85jeeNhZ6kq7HT,https://api.spotify.com/v1/audio-analysis/05pKAafT85jeeNhZ6kq7HT,240166,3
0.672,0.901,2,-2.415,1,0.0353,0.0545,0.000285,0.0792,0.507,99.989,audio_features,5k31cAfP8yymw8v0AYQIjr,spotify:track:5k31cAfP8yymw8v0AYQIjr,https://api.spotify.com/v1/tracks/5k31cAfP8yymw8v0AYQIjr,https://api.spotify.com/v1/audio-analysis/5k31cAfP8yymw8v0AYQIjr,194000,4
0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.227,110.443,audio_features,2tJulUYLDKOg9XrtVkMgcJ,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,https://api.spotify.com/v1/tracks/2tJulUYLDKOg9XrtVkMgcJ,https://api.spotify.com/v1/audio-analysis/2tJulUYLDKOg9XrtVkMgcJ,223253,4
0.407,0.147,2,-8.822,1,0.0355,0.857,0.00000289,0.0913,0.0765,141.284,audio_features,6Vc5wAMmXdKIAM7WUoEb7N,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/tracks/6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/audio-analysis/6Vc5wAMmXdKIAM7WUoEb7N,229400,3
